1030	519
973	154
1703	338
98	234
1596	475
1058	192
1680	132
231	342
800	460
1820	76
55	272
2060	209
2288	344
1439	384
1678	20
1473	471
1158	92
1940	56
1756	512
60	245
1699	500
309	14
1461	373
409	170
476	407
590	230
80	554
1418	364
1811	303
931	312
256	201
380	51
1671	100
1117	22
290	49
2180	396
1450	55
1764	270
1642	234
283	530
1806	504
516	514
1627	166
896	339
1908	419
668	236
2149	480
1911	264
1076	490
866	302
1148	505
1917	230
2288	236
1303	298
32	525
1202	417
1473	329
67	319
1384	39
1539	152
1809	411
386	8
1580	316
211	268
1243	251
1774	387
1822	537
2053	181
908	415
667	96
1631	478
448	275
105	461
1687	226
211	490
87	426
172	46
2146	437
1211	555
1911	554
2242	283
2192	348
2137	161
1421	167
1111	37
1150	98
1639	17
2158	474
1252	28
521	504
1718	392
2073	456
1370	53
1572	238
1722	493
1970	356
587	487
111	167
2027	165
1032	378
598	392
106	286
1756	552
1241	209
1172	449
584	411
878	475
1186	327
58	204
2038	230
1154	458
2160	348
1958	56
394	289
946	393
374	62
1193	37
219	518
940	330
1576	443
253	275
1581	113
812	328
1908	255
357	35
461	266
470	448
1204	195
608	104
241	555
128	353
697	372
949	508
840	178
664	33
368	501
1381	514
1579	200
554	202
431	388
1754	398
217	337
197	386
380	151
1066	355
1279	67
722	121
104	302
182	115
427	316
275	16
48	555
1662	274
1100	36
732	27
2274	20
1618	360
1999	294
938	415
1126	512
1849	52
1683	265
1170	178
2069	343
1033	508
1484	354
390	292
1972	71
299	537
652	497
1536	383
1836	467
1275	390
1740	365
2195	368
1689	483
1279	93
2181	278
2026	384
42	337
459	514
1586	492
403	424
1381	521
1221	314
173	357
1716	527
768	105
1825	478
736	323
1950	446
245	58
862	278
141	452
873	190
2248	364
1765	292
679	182
1378	163
441	343
1472	25
605	320
2093	425
1105	143
2050	185
2044	209
240	312
398	473
29	336
648	372
1052	452
192	363
1725	271
1257	321
189	518
1074	179
623	334
2186	249
2075	386
2031	234
1793	445
918	102
509	42
346	323
669	393
33	26
989	154
2229	446
675	217
53	355
1059	115
2241	503
642	156
2066	266
1621	118
1409	5
2146	218
192	115
1478	447
1370	134
1582	88
2092	404
1380	277
848	356
939	463
1661	356
332	51
442	368
971	533
249	212
677	62
111	190
1127	160
1133	188
1298	146
1718	525
769	419
1786	294
439	357
568	261
246	502
1404	416
1708	170
2046	477
1201	394
52	248
965	164
658	506
2145	199
2080	357
634	84
1876	215
1534	10
444	278
1853	8
1856	344
1150	539
125	1
599	225
2279	130
692	519
284	332
1273	223
429	444
294	426
1637	254
1008	6
43	435
782	384
2101	474
1443	233
1839	227
2087	409
643	151
1833	270
439	114
1045	356
1949	254
266	240
319	317
1417	183
868	31
391	245
1499	510
2269	170
983	110
1362	38
2088	142
1055	98
1404	363
1526	146
61	460
2211	419
2115	148
2042	127
1630	283
1226	462
1148	17
2301	434
837	127
1945	136
1185	503
2031	120
999	70
1229	118
298	212
35	440
2073	226
659	123
939	478
345	392
1985	79
1706	188
973	59
2242	66
1022	243
1153	277
1885	85
2252	156
1147	83
415	20
863	274
627	517
1837	498
734	9
597	427
1585	33
462	164
746	510
2089	519
976	399
84	280
356	103
2201	101
751	284
122	225
574	282
673	451
972	58
1413	197
53	414
479	40
1305	536
1174	423
2007	76
1001	259
932	36
2265	87
322	80
56	518
204	484
1557	555
1707	227
2184	293
1825	241
1799	224
1965	365
1509	217
1818	84
768	16
906	284
1447	189
229	26
1137	493
1193	135
586	276
301	119
2224	369
1021	71
709	420
1124	210
412	307
847	203
1546	522
1381	76
2093	277
691	368
1862	465
1060	101
2131	339
1679	77
242	401
367	196
1063	294
1621	328
1174	236
901	412
900	289
1686	413
545	181
738	224
2013	490
770	129
635	92
1935	147
1718	424
1946	550
404	77
2163	278
506	265
2170	375
729	223
115	385
653	443
589	531
1341	154
748	454
413	96
1522	239
1240	2
295	485
760	357
232	467
404	22
983	266
51	124
889	466
1124	550
986	409
1259	261
168	73
1230	524
2165	543
570	195
1668	113
261	509
2128	256
1353	256
508	526
1696	534
779	523
1833	342
120	382
1418	480
1498	149
2297	383
94	307
2069	414
1660	247
2049	382
2284	136
570	285
1086	250
1621	105
183	421
1455	340
491	73
620	452
593	224
1808	232
1996	304
1176	495
1801	270
1571	57
602	160
1573	385
797	512
708	463
693	540
1462	20
2248	69
694	487
357	11
2166	292
1335	303
1028	390
346	417
1169	468
591	414
94	521
1631	238
1948	230
1276	233
1893	293
663	161
149	378
1048	419
1184	250
674	386
928	513
781	65
1439	111
1102	553
295	192
1727	261
1832	319
1920	196
2143	8
156	362
447	432
838	224
1959	19
1284	507
31	542
106	86
2071	476
729	259
1903	484
562	410
1299	456
981	467
570	156
965	338
1234	110
1711	382
2103	204
2153	398
514	400
1940	156
1909	166
78	416
1069	378
1000	213
1257	218
1626	487
1214	333
596	255
1907	539
1758	534
1643	47
267	31
2279	402
348	239
728	114
427	99
1879	69
720	46
1500	27
1481	227
117	293
292	330
1316	10
521	486
1511	485
1876	44
852	540
2110	242
1123	391
1190	545
1179	519
654	195
108	119
107	490
1142	507
1342	421
1426	341
1285	229
543	289
624	461
1600	540
2135	37
1971	391
1415	285
1050	92
484	455
200	109
1855	113
1389	488
471	222
1076	246
1478	222
1489	342
1776	257
1080	135
1466	430
1248	361
266	306
1481	406
1065	105
1881	110
234	38
527	392
12	533
2040	451
2063	188
2181	274
1844	34
1518	360
657	145
665	333
1440	209
1976	324
1752	546
1852	162
1817	26
1466	511
149	312
571	77
1005	326
962	550
720	258
2198	538
677	252
615	422
840	311
550	214
921	468
1006	200
2146	153
211	178
1840	34
1158	128
1787	232
2285	482
1786	362
2125	96
1454	367
863	48
1491	465
2241	343
517	380
770	467
1299	14
404	112
1580	406
723	286
884	148
1552	6
1121	175
2207	329
2048	418
2175	101
1619	38
1172	239
1035	508
351	408
1025	77
2094	398
1877	552
483	551
463	267
217	253
1969	502
534	397
1382	120
1660	186
1986	237
1380	85
254	286
800	377
184	299
786	335
1696	312
1509	480
2125	337
313	242
2108	453
1843	390
1245	460
919	2
2107	213
1810	386
202	544
1031	388
601	526
1078	506
2016	225
423	541
1661	159
211	478
416	354
2281	373
993	277
1438	15
2186	390
349	311
1861	257
1486	347
1900	554
568	202
236	240
1019	538
1324	289
2179	125
1438	321
2254	254
239	434
1596	29
63	4
2230	108
68	46
560	34
1992	417
1410	88
517	248
244	79
1486	66
2048	485
1942	287
1855	433
2230	486
2024	212
112	339
548	19
1736	254
2287	11
730	504
613	371
946	330
1131	240
287	34
2244	419
179	261
1146	407
657	300
653	328
1924	93
1710	133
1115	297
1074	360
845	368
2253	114
173	80
1189	266
1825	195
1103	436
1445	433
2272	484
311	58
1822	166
327	448
874	454
1877	133
387	122
61	126
600	266
2199	23
2257	314
2140	37
1890	501
904	19
628	305
2017	503
2213	457
259	326
1778	449
86	479
2279	163
630	15
1930	59
1509	451
556	257
2009	398
922	541
1416	274
1943	214
892	61
1529	326
1527	360
1867	531
142	265
952	354
1561	514
862	395
737	555
519	550
1292	115
247	12
838	423
1619	81
1881	445
1845	480
1387	328
1671	438
970	23
1720	168
399	312
784	528
918	237
1102	412
135	217
440	232
182	259
1178	151
1780	283
1417	93
890	506
1302	30
298	350
2251	469
1134	263
301	404
132	485
909	178
2132	187
1841	362
830	279
928	317
1110	138
2285	272
1776	37
2024	552
1282	11
1919	377
751	182
1686	252
1266	155
782	62
771	134
309	314
244	431
412	158
316	429
1731	299
1699	186
1188	301
1024	369
1687	355
1730	222
1185	219
1799	499
1767	346
684	214
1819	498
450	337
1406	190
315	545
422	485
2274	452
688	292
1125	464
183	484
603	127
800	288
1937	157
1296	512
1459	319
255	396
1330	269
314	159
82	481
1852	41
979	149
57	188
1004	406
180	167
1187	494
2123	344
32	153
2162	66
2291	67
451	94
2157	492
535	174
818	68
794	308
1359	503
1642	503
2050	81
449	84
1777	303
777	89
1466	73
1736	76
1991	457
1986	198
2246	196
1378	493
1875	545
1300	305
877	81
605	510
1627	7
77	537
744	48
1643	403
1532	448
1451	430
2069	289
753	367
1482	280
58	266
2211	377
614	283
118	41
154	148
2273	262
1455	400
1819	255
824	195
1358	411
131	112
36	204
1201	341
1988	92
1187	406
762	495
1412	338
388	195
1482	485
1152	54
2027	346
1637	431
1190	266
65	319
1200	27
2154	307
2278	429
1730	381
2268	400
1533	232
729	183
270	148
2317	116
1800	28
1077	449
35	247
438	509
381	44
1795	287
737	397
1439	279
41	467
1134	105
776	330
894	282
1755	307
1640	542
2274	194
1784	158
912	303
555	375
2051	104
2102	33
1841	352
208	328
68	228
2150	245
738	99
2161	433
1097	199
1543	77
85	193
1677	377
1503	423
1639	204
221	336
1604	114
929	303
1991	367
545	96
744	504
1562	182
2043	544
1145	195
66	257
189	491
880	551
1343	13
885	379
1843	425
636	87
1074	381
2006	221
21	72
852	545
688	232
1553	328
755	540
1795	221
2233	33
811	14
997	9
1061	282
1716	59
919	342
706	311
948	107
61	319
471	381
1670	533
1502	444
659	104
548	94
1341	278
274	314
2193	450
1816	489
1523	75
548	387
1371	365
875	340
1692	270
218	310
391	95
1371	224
986	84
128	205
1025	35
984	203
1842	474
2312	372
843	214
1963	275
793	160
1859	463
1089	500
1200	460
55	552
2211	167
772	164
1690	143
24	520
1806	11
2168	103
422	119
206	508
101	176
1532	8
112	295
95	192
1832	359
2213	224
1947	437
647	172
1942	507
2020	242
691	376
1521	271
1550	189
2173	420
35	251
148	436
1415	461
2072	193
1114	179
1596	484
144	253
668	523
955	475
1809	259
2060	431
360	491
1114	323
896	276
2253	37
62	390
448	41
376	140
19	542
1372	241
1496	121
2117	190
1192	540
1172	529
1618	38
1783	227
72	310
2315	238
467	111
448	421
1744	509
1163	42
401	21
438	391
1052	193
2262	75
1805	452
7	506
1566	288
1073	186
1927	388
1166	193
713	449
331	220
944	533
2227	24
1580	237
2113	301
1906	342
2037	136
655	15
1985	265
1644	231
2258	64
648	172
110	458
1491	238
392	246
1	160
1955	99
1758	274
1742	376
586	332
942	132
1237	471
2190	99
319	137
839	224
1995	538
204	209
2080	444
334	59
1096	472
1142	471
1821	52
49	509
156	147
2228	551
1173	452
523	79
1472	152
1012	340
1592	184
214	387
573	534
607	108
1157	504
534	305
566	54
573	209
874	73
1327	476
78	63
790	195
527	479
2051	29
2212	212
1838	451
207	49
138	95
196	302
1945	213
2148	485
1355	44
648	243
391	471
998	336
2119	494
803	353
2187	362
583	47
1140	268
892	516
809	454
1297	173
800	528
1935	397
860	432
1336	548
1070	108
1026	25
1872	315
466	317
900	223
1576	123
698	330
1112	465
1267	198
402	105
137	518
1033	100
454	133
2202	144
1839	238
290	89
643	235
848	205
1374	322
922	218
654	370
1474	64
1315	257
1774	287
1495	247
1173	57
1665	342
721	110
2261	333
1461	441
1080	40
1605	153
942	369
1035	110
1680	87
861	410
1711	164
1492	82
1885	57
138	269
1720	264
885	438
1809	40
1541	198
506	555
1482	545
1570	264
1599	368
1114	124
2272	214
1113	190
467	366
648	16
412	441
919	41
1099	372
108	170
2047	104
860	288
1912	163
530	348
9	151
1666	255
1185	479
1178	555
143	153
198	531
2085	52
2160	252
2180	455
2154	337
395	265
98	477
309	263
1229	427
242	269
808	429
312	305
350	224
421	17
1109	235
1640	332
730	454
1498	161
1198	524
581	218
995	452
378	502
307	415
2075	466
1421	510
595	328
2193	131
274	420
1547	377
2127	27
1279	432
2186	297
1423	29
1573	362
1265	218
2304	514
79	279
795	43
1951	17
1010	273
1072	296
2046	313
1045	481
1052	192
359	149
1189	501
1384	333
1122	465
1194	48
1909	285
1965	497
586	376
146	298
219	435
1758	303
1365	415
227	332
1522	324
1310	468
254	218
808	106
55	125
2043	170
1572	500
671	257
1999	321
1185	185
1535	214
745	324
358	263
1108	454
471	441
1236	171
1126	419
1943	481
429	347
1625	555
1468	3
1859	107
1532	356
186	296
1157	23
1681	397
624	308
746	172
334	111
2122	73
1329	27
47	242
371	69
231	67
2115	348
1339	469
1666	126
567	373
1286	133
1381	531
2309	302
1909	40
2022	167
1267	41
846	237
1107	242
281	35
700	404
974	470
318	199
1584	418
1045	399
1201	476
1976	262
1222	178
1809	369
959	313
701	430
2216	231
1601	309
2205	336
1337	282
108	350
2311	504
1765	448
1118	458
691	141
437	332
365	262
1967	546
1545	71
676	435
780	151
1828	130
1188	332
198	184
915	537
1820	397
629	200
1482	193
1036	283
2239	81
1537	147
1859	456
517	93
1727	465
1673	519
175	254
1456	401
870	150
1055	520
2077	70
1114	81
2180	393
1527	425
725	88
1856	443
188	521
657	290
714	18
1009	267
807	308
1266	332
1449	60
606	339
1872	131
2314	505
1662	467
235	153
10	192
568	139
1403	128
607	436
1641	539
1652	23
1186	461
2274	522
947	430
1413	266
139	107
2199	145
379	117
1915	163
1696	457
1950	265
1180	95
951	511
458	414
1268	413
2189	314
1577	279
1490	474
1568	142
404	388
614	239
911	464
1703	165
563	87
1933	229
986	506
353	458
871	455
2186	346
19	184
180	248
1834	467
265	11
2287	493
80	261
512	78
17	458
243	477
1321	359
2241	78
850	28
1532	129
287	452
1392	407
1060	144
188	379
2066	19
2081	448
2282	126
464	195
1551	323
1865	513
562	371
1950	136
882	17
854	152
1790	252
43	244
185	269
2262	142
1460	78
2125	108
2162	36
443	367
1917	280
715	151
1	402
895	512
447	227
1735	451
1662	374
1092	170
1363	388
1985	531
1198	109
81	526
2100	189
2017	337
2174	57
1661	514
1701	249
778	461
1313	217
240	531
1820	216
773	382
1248	551
1591	526
1936	154
271	48
775	203
1717	419
548	43
244	490
606	216
2015	321
2264	443
885	518
128	368
155	157
2105	178
913	24
1554	514
968	373
2272	348
2291	103
2172	412
816	294
902	53
2202	366
847	470
2062	162
1863	522
429	299
1144	347
1188	485
1670	235
1723	315
726	45
814	326
1613	200
105	498
32	548
1607	551
84	447
2015	23
1750	470
2083	451
1507	133
215	311
1396	234
1158	336
427	92
952	144
552	209
1806	195
2292	554
760	224
1115	174
2217	407
2215	186
856	122
462	355
529	84
2211	452
2117	16
710	543
1148	326
663	534
308	351
1982	101
1162	159
2146	412
1063	382
456	453
982	214
2248	295
1443	217
623	246
2294	119
110	442
384	116
1808	192
1411	142
106	62
1306	190
22	300
2169	178
1991	239
1999	551
974	398
1792	238
1700	214
1905	104
561	106
871	361
247	317
1755	306
636	368
1319	72
1841	402
2238	58
1230	383
775	306
1079	346
642	213
2018	468
1308	214
90	377
1661	107
864	0
1359	91
1110	515
1050	323
2306	92
304	547
974	440
500	29
1941	186
1773	187
1674	157
1128	222
460	84
1155	79
174	338
2060	315
238	129
1210	18
1275	340
645	396
661	272
1031	121
51	139
1732	74
1345	257
2260	240
740	419
1433	354
1459	241
859	165
1457	365
784	151
1056	360
1316	514
684	414
1827	528
2118	361
1524	80
1945	219
1594	33
1649	509
1270	66
683	545
1777	218
1112	46
1218	39
337	466
1715	319
1998	538
487	147
1766	4
778	258
109	317
1556	272
557	151
2203	473
1050	104
478	24
1368	179
299	101
691	451
2038	54
1700	112
1403	42
1381	472
867	66
1901	336
821	159
997	555
191	288
1070	14
116	366
120	301
464	481
1413	483
1143	404
1933	166
1371	71
605	228
1124	344
1488	282
1514	225
118	167
306	337
1692	115
2200	89
527	452
668	146
266	256
608	61
1395	100
1757	506
885	515
1625	158
1923	444
1584	27
801	125
1319	384
1574	463
1446	158
457	122
1076	357
845	456
1890	279
2216	23
913	434
1266	319
390	80
321	414
2120	33
494	263
1632	35
929	340
214	72
1838	527
1213	273
2282	396
1989	541
2313	64
2012	216
599	131
1950	520
550	275
566	553
849	59
12	445
1763	445
993	493
225	134
1209	492
45	416
456	307
115	357
2087	392
811	54
2197	523
875	185
1477	37
780	248
821	444
136	41
35	128
383	432
519	324
1546	214
305	409
640	202
2030	442
1243	372
32	181
955	64
2134	36
1337	526
290	539
2029	254
1153	63
688	335
656	77
993	480
143	236
1336	552
1967	36
1617	360
1640	282
304	159
1860	336
1820	171
567	481
624	539
1586	501
1565	86
1399	438
2114	28
842	146
1381	62
215	277
1652	139
2157	316
787	391
1788	78
1294	430
1352	377
674	222
2116	381
828	279
1542	356
1539	145
1675	469
1893	479
345	85
29	485
461	168
1024	268
2048	63
1402	11
1790	423
1800	351
652	87
283	415
1343	393
1874	343
652	185
451	303
2291	355
439	503
1603	217
767	168
1389	268
1059	226
1534	389
1667	382
1244	326
1141	119
1220	402
426	227
334	289
1770	496
440	360
258	224
1043	265
401	502
75	106
611	1
2112	45
2201	100
276	30
2264	195
1743	356
2170	127
1597	380
859	320
1160	451
2089	487
511	510
1515	192
49	179
1408	367
619	509
1574	221
2147	470
1848	32
1299	250
74	519
2088	284
1820	331
237	67
203	400
1769	92
785	243
1504	434
1731	28
178	549
1201	123
1252	232
2271	468
1594	123
1533	126
850	92
678	469
157	140
724	506
87	234
1812	35
773	222
2108	460
1514	540
473	505
1648	401
913	150
2065	53
874	535
399	542
838	93
2063	248
66	182
1831	48
1994	435
431	514
1490	34
1300	460
1924	173
2256	224
1019	277
681	478
2038	30
147	141
1360	229
644	422
351	235
1412	102
594	28
1759	216
119	70
715	164
1058	174
1397	247
487	188
977	445
1255	43
1265	424
1322	353
1807	490
1155	207
1782	175
455	450
71	156
2012	374
968	276
1350	75
1777	349
1413	495
827	211
673	303
905	27
268	37
108	34
2065	531
249	348
1119	345
1187	128
1773	521
1825	261
1342	373
1600	225
976	32
432	66
1419	99
1434	343
2152	187
167	302
405	115
1075	476
278	443
866	509
2226	146
1705	390
705	437
296	433
508	136
2179	271
1152	465
1004	449
118	310
239	466
324	320
1290	246
362	392
456	177
382	430
2239	471
653	233
32	554
634	469
1741	497
1585	347
721	471
1543	50
170	353
500	312
470	253
313	161
1703	299
1821	125
487	171
2197	170
2298	362
802	341
427	541
1113	366
678	287
2227	223
1392	520
192	534
215	149
1141	240
397	241
1040	377
1323	65
373	207
28	327
1448	164
793	272
1788	518
1694	482
939	483
129	154
1654	499
207	288
429	315
1887	550
72	253
1276	390
1852	404
1347	297
2088	231
1832	456
1134	484
612	141
749	29
1808	524
488	217
306	203
122	69
945	66
1017	93
1643	370
1217	50
741	175
218	49
2294	30
600	274
1799	513
324	356
2091	448
2270	341
1713	552
1979	303
2081	16
873	462
337	81
2223	152
921	54
2068	478
1999	316
1714	431
736	380
2065	347
2103	301
1231	158
1250	277
532	532
1762	318
1632	445
1428	349
918	542
32	515
601	402
886	527
31	326
812	258
377	161
1160	259
905	545
1605	543
2137	464
2104	365
2020	499
839	545
1231	271
1259	99
1626	46
460	122
1193	236
1828	472
1276	427
1966	226
1343	187
1745	440
1318	48
266	438
2260	321
19	362
1143	96
1311	529
509	461
401	46
819	365
1189	91
1587	154
144	178
1532	150
668	427
2001	456
42	543
794	397
815	75
326	341
465	30
1928	180
1485	143
1886	524
1098	49
2281	201
2206	264
1200	503
2263	438
545	403
2080	220
2116	386
2091	91
1209	337
843	470
2143	465
971	118
25	397
2023	117
246	92
583	213
54	135
2072	46
2116	250
1948	129
1824	537
1012	454
1376	66
418	305
604	271
1652	490
1300	241
1774	261
1473	485
17	57
1226	6
1024	348
1944	122
439	465
1159	365
1938	186
1671	185
1305	492
851	404
227	295
98	139
146	315
1562	476
1600	94
1459	37
1728	319
755	157
629	337
1499	158
2174	206
472	153
775	402
343	184
1218	101
2278	171
1799	533
2187	32
682	364
2030	545
2028	291
1643	36
1166	200
368	62
221	5
666	347
231	305
2039	189
1773	264
1405	516
556	222
1146	470
1921	153
823	201
720	82
1664	549
1716	457
2062	370
353	154
2148	283
578	333
2174	395
975	360
14	202
1384	496
1852	113
276	29
1046	71
1349	22
1116	411
68	459
298	483
1126	137
1053	524
832	274
745	36
1315	287
1542	436
984	481
1589	399
83	332
1866	408
1534	518
186	289
1933	12
232	438
1909	521
1694	508
1332	268
742	213
2055	260
176	364
1576	485
1374	113
1008	9
1238	466
2217	44
215	214
1026	413
674	486
1402	526
1263	302
658	383
1144	491
997	311
2178	321
1190	548
485	248
1017	431
2269	503
1992	284
117	340
537	410
1348	202
2139	17
1137	526
2048	243
812	45
2111	92
1422	123
1515	390
2215	148
1102	496
1445	330
1908	516
2009	425
1045	26
1784	343
683	386
1358	444
55	78
845	546
672	407
2102	410
2184	314
2279	103
1955	419
1059	372
1004	496
430	430
208	136
1781	420
931	267
27	37
1875	13
242	164
1312	274
507	377
2273	60
1519	64
326	326
1666	524
1000	30
858	172
157	166
1421	176
186	30
1136	148
746	521
1772	400
1967	232
953	493
689	96
272	221
443	428
954	256
1760	190
327	480
625	464
151	358
2270	73
290	145
844	152
1713	548
428	295
1884	290
2108	413
2289	153
2107	105
2221	396
1463	550
2133	131
1576	236
496	249
2259	498
1797	347
1311	248
1314	206
350	29
1375	525
1691	382
1011	5
1408	164
315	430
2184	535
2028	187
1980	297
1306	359
1768	285
663	169
1181	511
2207	119
131	176
1658	79
1338	291
506	14
1183	413
79	134
1922	70
1593	229
2157	110
1860	379
1730	63
807	49
1588	24
1449	161
1583	465
1181	155
2132	77
1191	53
1878	401
2181	295
1914	50
668	26
817	104
780	223
2154	133
867	253
1556	181
1060	348
102	535
737	33
289	382
1974	404
889	9
1371	82
1419	204
1956	427
883	534
1943	109
331	536
1609	218
290	198
194	446
156	330
356	63
719	176
1153	367
29	405
464	63
2285	392
1900	243
2207	181
780	203
1992	11
488	153
521	483
873	499
925	116
1814	113
1576	194
955	518
609	122
1784	105
2111	144
1518	555
379	137
2307	52
1134	522
1457	47
217	366
1757	359
1334	32
2109	92
999	152
1322	510
1717	313
327	142
118	333
1587	283
1908	1
771	152
682	317
1730	271
1383	365
1056	511
1846	231
1094	82
1370	370
584	200
511	79
1797	195
222	51
1980	132
1311	89
2267	111
969	245
635	280
1870	274
883	526
209	233
795	221
1403	488
273	451
1223	470
259	376
147	162
1953	106
837	212
1801	26
1135	144
370	555
2244	258
1515	52
848	187
